"('ChecksumUtils.java', 'org.sonatype.aether.util.ChecksumUtils', 'read', '.+= [0-9A-Fa-f]+', 'da39a3ee5e6b4b0d3255bfef95601890afd80709')","[444003, 444028]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'org.sonatype.aether.util.filter.AndDependencyFilterTest')","[477001, 477025, 477050, 477074]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testDirectNodesAlwaysWin(org.sonatype.aether.util.graph.transformer.JavaEffectiveScopeCalculatorTest)')","[10179, 10210, 10241, 12535, 12566, 12597, 41109, 41133, 41157, 60049, 60079, 60109, 83324, 83359, 83394, 85984, 86019, 86054, 118366, 118394, 118422, 135665, 135693, 135721, 157434, 157467, 157500, 159942, 159975, 160008, 190420, 190446, 190472, 206960, 206992, 207024, 231741, 231778, 231815, 234553, 234590, 234627, 268839, 268869, 268899, 288252, 288287, 288322, 315292, 315332, 315372, 318332, 318372, 318412, 355474, 355507, 355540, 375866, 375903, 375940, 404412, 404454, 404496, 407604, 407646, 407688, 453057, 453097, 453137, 454877, 454919, 454961]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testImmutability(org.sonatype.aether.util.artifact.SubArtifactTest)')","[34576, 36684, 50301, 54703, 74690, 110869, 113249, 129090, 149310, 183405, 185649, 200378, 222597, 260860, 263376, 280329, 305383, 346772, 349492, 368113, 393993, 437466, 440322, 488516, 490286]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testWellKnownSingleCharQualifiersOnlyRecognizedIfImmediatelyFollowedByNumber(org.sonatype.aether.util.version.GenericVersionTest)')","[18952, 21680, 44637, 53144, 65418, 93229, 96309, 122482, 140670, 166773, 169677, 194242, 212693, 242212, 245468, 273249, 294531, 326612, 330132, 360325, 382509, 416298, 419994, 464831, 467977]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testDerivedExtension(org.sonatype.aether.util.artifact.SubArtifactTest)')","[35692, 37800, 51165, 54892, 75770, 112129, 114509, 130098, 150318, 184593, 186837, 201314, 223749, 262192, 264708, 281409, 306643, 348212, 350932, 369301, 395325, 438978, 441834, 489956, 491798]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'org.sonatype.aether.util.graph.transformer.ConflictIdSorterTest')","[662, 57683, 133459, 204434, 285486, 372940]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'org.sonatype.aether.util.listener.ChainedRepositoryListenerTest')","[462638, 462662, 462687, 462711]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testMainArtifactMissing(org.sonatype.aether.util.artifact.SubArtifactTest)')","[34948, 37056, 50589, 54766, 75050, 111289, 113669, 129426, 149646, 183801, 186045, 200690, 222981, 261304, 263820, 280689, 305803, 347252, 349972, 368509, 394437, 437970, 440826, 488996, 490790]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testClasspathFilterRuntimeCommaSystem(org.sonatype.aether.util.filter.DependencyFilterUtilsTest)')","[27911, 27942, 27973, 29151, 29182, 29213, 47733, 47757, 47781, 70384, 70414, 70444, 103344, 103379, 103414, 104744, 104779, 104814, 126094, 126122, 126150, 145298, 145326, 145354, 176310, 176343, 176376, 177630, 177663, 177696, 197596, 197622, 197648, 217997, 218029, 218061, 252905, 252942, 252979, 254385, 254422, 254459, 277119, 277149, 277179, 300342, 300377, 300412, 338172, 338212, 338252, 339772, 339812, 339852, 364582, 364615, 364648, 388658, 388695, 388732, 428436, 428478, 428520, 430116, 430158, 430200, 477954, 477994, 478034, 479278, 479320, 479362]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testNewChildRequestTrace(org.sonatype.aether.util.DefaultRequestTraceTest)')","[31879, 31910, 31941, 33119, 33150, 33181, 49173, 49197, 49221, 72869, 72899, 72929, 107824, 107859, 107894, 109224, 109259, 109294, 127774, 127802, 127830, 147613, 147641, 147669, 180534, 180567, 180600, 181854, 181887, 181920, 199156, 199182, 199208, 220652, 220684, 220716, 257641, 257678, 257715, 259121, 259158, 259195, 278919, 278949, 278979, 303252, 303287, 303322, 343292, 343332, 343372, 344892, 344932, 344972, 366562, 366595, 366628, 391738, 391775, 391812, 433812, 433854, 433896, 435492, 435534, 435576, 483868, 483908, 483948, 484368, 484410, 484452]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'acceptTestCornerCases(org.sonatype.aether.util.filter.PatternExclusionsDependencyFilterTest)')","[3026, 29492, 30484, 48093, 54080, 71108, 71851, 105129, 106249, 126514, 145972, 146665, 177993, 179049, 197986, 218771, 219564, 254792, 255976, 277569, 301191, 302059, 340212, 341492, 365077, 389557, 390475, 430578, 431922, 480262, 481224]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'acceptTestLessToken(org.sonatype.aether.util.filter.PatternExclusionsDependencyFilterTest)')","[29771, 29802, 29833, 30763, 30794, 30825, 48309, 48333, 48357, 71378, 71408, 71438, 105444, 105479, 105514, 106564, 106599, 106634, 126766, 126794, 126822, 146224, 146252, 146280, 178290, 178323, 178356, 179346, 179379, 179412, 198220, 198246, 198272, 219059, 219091, 219123, 255125, 255162, 255199, 256309, 256346, 256383, 277839, 277869, 277899, 301506, 301541, 301576, 340572, 340612, 340652, 341852, 341892, 341932, 365374, 365407, 365440, 389890, 389927, 389964, 430956, 430998, 431040, 432300, 432342, 432384, 480622, 480662, 480702, 481602, 481644, 481686]"
"('DefaultProxySelector.java', 'org.sonatype.aether.util.repository.DefaultProxySelector', 'isNonProxyHosts', '.*\\.org', 'www.sonatype.org')","[473348, 473373, 473705, 473730]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testRelocation2(org.sonatype.aether.util.graph.transformer.ConflictMarkerTest)')","[11388, 14488, 41661, 52373, 60876, 84689, 88189, 119010, 136436, 158721, 162021, 191018, 207843, 233184, 236884, 269529, 289219, 316852, 320852, 356233, 376889, 406050, 410250, 455923, 456581]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'org.sonatype.aether.util.StringUtilsTest')","[2300, 68241, 143301, 215708, 297834, 386004]"
"('DefaultArtifact.java', 'org.sonatype.aether.util.artifact.DefaultArtifact', '<init>', '([^: ]+):([^: ]+)(:([^: ]*)(:([^: ]+))?)?:([^: ]+)', 'gid:aid:1')",[488099]
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testTrailingDelimitersAreSemanticallyIrrelevant(org.sonatype.aether.util.version.GenericVersionTest)')","[17960, 20688, 43869, 52976, 64458, 92109, 95189, 121586, 139774, 165717, 168621, 193410, 211669, 241028, 244284, 272289, 293411, 325332, 328852, 359269, 381325, 414954, 418650, 463551, 466633]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testFilterCalledWithProperParentStack(org.sonatype.aether.util.graph.FilteringDependencyVisitorTest)')","[359, 383, 407, 4847, 4878, 4909, 5343, 5374, 5405, 38613, 38637, 38661, 51561, 56107, 56137, 56167, 56248, 56276, 56304, 77304, 77339, 77374, 77864, 77899, 77934, 115454, 115482, 115510, 131991, 132019, 132047, 132122, 132148, 132174, 151758, 151791, 151824, 152286, 152319, 152352, 187716, 187742, 187768, 202750, 202782, 202814, 202901, 202931, 202961, 225377, 225414, 225451, 225969, 226006, 226043, 265719, 265749, 265779, 283640, 283675, 283710, 283806, 283839, 283872, 308412, 308452, 308492, 309052, 309092, 309132, 352042, 352075, 352108, 370986, 371023, 371060, 371162, 371197, 371232, 397188, 397230, 397272, 397860, 397902, 397944, 445117, 445157, 445197, 445281, 445323, 445365]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testSolvableConflictBetweenHardConstraints(org.sonatype.aether.util.graph.transformer.NearestVersionConflictResolverTest)')","[13620, 15604, 42333, 52540, 61853, 87209, 89449, 119794, 137347, 161097, 163209, 191746, 208886, 235848, 238216, 270369, 290361, 319732, 322292, 357157, 378097, 409074, 411762, 457813, 459455]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testCycleA(org.sonatype.aether.util.graph.transformer.JavaEffectiveScopeCalculatorTest)')","[9652, 12008, 40701, 52143, 59539, 82729, 85389, 117890, 135189, 156873, 159381, 189978, 206416, 231112, 233924, 268329, 287657, 314612, 317652, 354913, 375237, 403698, 406890, 452377, 454163]"
"('DefaultArtifact.java', 'org.sonatype.aether.util.artifact.DefaultArtifact', '<init>', '([^: ]+):([^: ]+)(:([^: ]*)(:([^: ]+))?)?:([^: ]+)', 'org.gid:foo-bar:jar:1.1-20101116.150650-3')",[488171]
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testWellKnownSingleCharQualifiersOnlyRecognizedIfImmediatelyFollowedByNumber(org.sonatype.aether.util.version.GenericVersionTest)')","[18983, 19014, 19045, 21711, 21742, 21773, 44661, 44685, 44709, 65448, 65478, 65508, 93264, 93299, 93334, 96344, 96379, 96414, 122510, 122538, 122566, 140698, 140726, 140754, 166806, 166839, 166872, 169710, 169743, 169776, 194268, 194294, 194320, 212725, 212757, 212789, 242249, 242286, 242323, 245505, 245542, 245579, 273279, 273309, 273339, 294566, 294601, 294636, 326652, 326692, 326732, 330172, 330212, 330252, 360358, 360391, 360424, 382546, 382583, 382620, 416340, 416382, 416424, 420036, 420078, 420120, 464871, 464911, 464951, 468019, 468061, 468103]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testOrdering(org.sonatype.aether.util.graph.PreorderNodeListGeneratorTest)')","[4103, 4134, 4165, 5095, 5126, 5157, 38517, 38541, 38565, 55850, 55880, 55910, 76464, 76499, 76534, 77584, 77619, 77654, 115342, 115370, 115398, 131752, 131780, 131808, 150966, 150999, 151032, 152022, 152055, 152088, 187612, 187638, 187664, 202475, 202507, 202539, 224489, 224526, 224563, 225673, 225710, 225747, 265599, 265629, 265659, 283338, 283373, 283408, 307452, 307492, 307532, 308732, 308772, 308812, 351910, 351943, 351976, 370666, 370703, 370740, 396180, 396222, 396264, 397524, 397566, 397608, 444523, 444563, 444603, 444855, 444897, 444939]"
"('DefaultArtifact.java', 'org.sonatype.aether.util.artifact.DefaultArtifact', '<init>', '([^: ]+):([^: ]+)(:([^: ]*)(:([^: ]+))?)?:([^: ]+)', 'gid:aid')",[488292]
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'org.sonatype.aether.util.listener.ChainedTransferListenerTest')","[468968, 468992, 469017, 469041]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testDuplicateSuppression(org.sonatype.aether.util.graph.PostorderNodeListGeneratorTest)')","[1388, 14736, 16472, 42813, 52645, 62590, 62853, 88469, 90429, 120354, 138034, 138279, 162285, 164133, 192266, 209673, 209954, 237180, 239252, 270969, 291223, 291531, 321172, 323412, 357817, 379009, 379335, 410586, 412938, 460391, 460713]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testScopeOfDirectDependencyWinsConflictAndGetsUsedForInheritanceToChildrenEverywhereInGraph(org.sonatype.aether.util.graph.transformer.JavaEffectiveScopeCalculatorTest)')","[9559, 9590, 9621, 11915, 11946, 11977, 40629, 40653, 40677, 59449, 59479, 59509, 82624, 82659, 82694, 85284, 85319, 85354, 117806, 117834, 117862, 135105, 135133, 135161, 156774, 156807, 156840, 159282, 159315, 159348, 189900, 189926, 189952, 206320, 206352, 206384, 231001, 231038, 231075, 233813, 233850, 233887, 268239, 268269, 268299, 287552, 287587, 287622, 314492, 314532, 314572, 317532, 317572, 317612, 354814, 354847, 354880, 375126, 375163, 375200, 403572, 403614, 403656, 406764, 406806, 406848, 452257, 452297, 452337, 454037, 454079, 454121]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'acceptTest(org.sonatype.aether.util.filter.OrDependencyFilterTest)')","[2933, 2957, 2981, 28407, 28438, 28469, 30267, 30298, 30329, 48021, 48045, 48069, 54059, 70881, 70911, 70941, 71022, 71050, 71078, 103904, 103939, 103974, 106004, 106039, 106074, 126430, 126458, 126486, 145761, 145789, 145817, 145892, 145918, 145944, 176838, 176871, 176904, 178818, 178851, 178884, 197908, 197934, 197960, 218528, 218560, 218592, 218679, 218709, 218739, 253497, 253534, 253571, 255717, 255754, 255791, 277479, 277509, 277539, 300924, 300959, 300994, 301090, 301123, 301156, 338812, 338852, 338892, 341212, 341252, 341292, 364978, 365011, 365044, 389274, 389311, 389348, 389450, 389485, 389520, 429108, 429150, 429192, 431628, 431670, 431712, 479876, 479916, 479956, 480040, 480082, 480124]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testReadEmptyFile(org.sonatype.aether.util.ChecksumUtilTest)')","[4320, 38013, 51395, 55083, 76709, 114754, 130454, 131037, 151197, 187066, 201656, 224748, 264969, 281791, 282441, 307732, 351217, 369717, 396474, 442160, 442975]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testScopeInheritanceProvided(org.sonatype.aether.util.graph.transformer.JavaEffectiveScopeCalculatorTest)')","[1037, 9280, 11636, 40413, 52060, 59179, 60522, 82309, 84969, 117554, 134853, 136106, 156477, 158985, 189666, 206032, 207465, 230668, 233480, 267969, 287237, 288805, 314132, 317172, 354517, 374793, 376451, 403194, 406386, 451897, 453659]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'org.sonatype.aether.util.listener.DefaultTransferEventTest')","[462212, 462236, 462261, 462285]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'acceptTestLessToken(org.sonatype.aether.util.filter.PatternInclusionsDependencyFilterTest)')","[25524, 26516, 46653, 53685, 68623, 100649, 101769, 124834, 143657, 173769, 174825, 196426, 216116, 250056, 251240, 275769, 298281, 335092, 336372, 363097, 386477, 425202, 426546, 474516, 475494]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testConflictWinningScopeGetsUsedForInheritance(org.sonatype.aether.util.graph.transformer.JavaEffectiveScopeCalculatorTest)')","[9435, 9466, 9497, 11791, 11822, 11853, 40533, 40557, 40581, 59329, 59359, 59389, 82484, 82519, 82554, 85144, 85179, 85214, 117694, 117722, 117750, 134993, 135021, 135049, 156642, 156675, 156708, 159150, 159183, 159216, 189796, 189822, 189848, 206192, 206224, 206256, 230853, 230890, 230927, 233665, 233702, 233739, 268119, 268149, 268179, 287412, 287447, 287482, 314332, 314372, 314412, 317372, 317412, 317452, 354682, 354715, 354748, 374978, 375015, 375052, 403404, 403446, 403488, 406596, 406638, 406680, 452097, 452137, 452177, 453869, 453911, 453953]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testGetPaths_RecordsMatchesBeneathUnmatchedParents(org.sonatype.aether.util.graph.PathRecordingDependencyVisitorTest)')","[5715, 5746, 5777, 6831, 6862, 6893, 38997, 39021, 39045, 56861, 56891, 56921, 78284, 78319, 78354, 79544, 79579, 79614, 115902, 115930, 115958, 132693, 132721, 132749, 152682, 152715, 152748, 153870, 153903, 153936, 188132, 188158, 188184, 203556, 203588, 203620, 226413, 226450, 226487, 227745, 227782, 227819, 266199, 266229, 266259, 284524, 284559, 284594, 309532, 309572, 309612, 310972, 311012, 311052, 352570, 352603, 352636, 371922, 371959, 371996, 398364, 398406, 398448, 399876, 399918, 399960, 446289, 446329, 446369, 446949, 446991, 447033]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testQualifierVersusNumberOrdering(org.sonatype.aether.util.version.GenericVersionTest)')","[19448, 22176, 45021, 53228, 65898, 93789, 96869, 122930, 141118, 167301, 170205, 194658, 213205, 242804, 246060, 273729, 295091, 327252, 330772, 360853, 383101, 416970, 420666, 465471, 468649]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testCycleD(org.sonatype.aether.util.graph.transformer.JavaEffectiveScopeCalculatorTest)')","[10055, 10086, 10117, 12411, 12442, 12473, 41013, 41037, 41061, 59929, 59959, 59989, 83184, 83219, 83254, 85844, 85879, 85914, 118254, 118282, 118310, 135553, 135581, 135609, 157302, 157335, 157368, 159810, 159843, 159876, 190316, 190342, 190368, 206832, 206864, 206896, 231593, 231630, 231667, 234405, 234442, 234479, 268719, 268749, 268779, 288112, 288147, 288182, 315132, 315172, 315212, 318172, 318212, 318252, 355342, 355375, 355408, 375718, 375755, 375792, 404244, 404286, 404328, 407436, 407478, 407520, 452897, 452937, 452977, 454709, 454751, 454793]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testWellKnownQualifierVersusUnknownQualifierOrdering(org.sonatype.aether.util.version.GenericVersionTest)')","[18859, 18890, 18921, 21587, 21618, 21649, 44565, 44589, 44613, 65328, 65358, 65388, 93124, 93159, 93194, 96204, 96239, 96274, 122398, 122426, 122454, 140586, 140614, 140642, 166674, 166707, 166740, 169578, 169611, 169644, 194164, 194190, 194216, 212597, 212629, 212661, 242101, 242138, 242175, 245357, 245394, 245431, 273159, 273189, 273219, 294426, 294461, 294496, 326492, 326532, 326572, 330012, 330052, 330092, 360226, 360259, 360292, 382398, 382435, 382472, 416172, 416214, 416256, 419868, 419910, 419952, 464711, 464751, 464791, 467851, 467893, 467935]"
